X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,log_area
8,3,-1.132355697,-0.585647048,0.500189157,-1.27806361,0.915501701,-0.999173121,-0.233307508,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.672944473
2,2,0.753489157,-0.040202548,0.400119014,1.751530593,-0.256708584,-0.079022598,1.498614417,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.727548607
8,6,0.554024798,-0.468431181,0.553855807,1.949112824,0.829309768,-1.183203225,0.269508534,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.751416089
6,5,0.336427315,-0.851336346,-0.462582464,-0.421873944,0.743117836,-0.324396071,0.772324577,-0.07326831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.783901544
9,9,-0.098767652,-0.660665203,-0.777722714,-0.399920363,1.01893202,-0.937829753,-1.015465797,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.858661619
3,4,-0.098767652,-0.932606013,-0.499705259,-0.619456175,0.984455247,-0.079022598,-1.238939594,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.887891257
5,4,0.662823539,-0.402790296,0.582504921,1.5100412,0.208727853,0.166350875,0.492982331,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.90016135
1,5,0.499625427,0.539625272,0.699925936,-0.202338132,1.846374575,-1.060516489,-0.736123551,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.90016135
7,4,0.753489157,-0.040202548,0.400119014,1.751530593,-0.42909245,0.166350875,-1.51828184,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.940007258
2,4,0.499625427,0.539625272,0.699925936,-0.202338132,1.673990709,-1.060516489,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.959350221
2,2,0.26389482,0.00512092,0.428364619,0.126965586,-0.084324719,0.043664138,-0.233307508,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.966983846
2,4,0.26389482,0.00512092,0.428364619,0.126965586,0.277681399,-0.569769543,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.970778917
7,4,0.318294191,0.109833761,0.48445232,0.697758696,0.019105601,-0.631112912,0.995798374,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.989541194
7,4,-0.098767652,-1.112337009,-1.861546928,-0.619456175,-0.480807609,-0.937829753,-0.512649754,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.011600912
6,4,0.826021652,0.325510956,0.124522611,0.302594235,0.243204626,-0.201709334,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.064710737
6,3,-0.008102034,-0.949797674,-1.805862736,-0.268198876,-0.635953088,-0.815143016,2.504246503,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.078409581
8,6,0.336427315,0.159845864,0.510276874,-0.092570226,-0.187755038,0.718441188,-1.238939594,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.08180517
8,5,-0.171300146,-0.326209263,0.631329466,-0.926806311,-0.187755038,1.393218238,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.101940079
6,5,-1.041690079,-1.448355827,-1.98905566,-1.321970773,-2.342553357,1.577248343,0.269508534,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.1442228
6,5,0.26389482,0.00512092,0.428364619,0.126965586,-0.394615677,0.166350875,-1.741755637,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.190887565
6,5,0.971086641,0.253618557,0.091031394,1.641762687,0.777594609,-0.69245628,0.269508534,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.255616037
6,5,0.100696708,-0.977929482,-1.81635396,0.76361944,-0.739383408,-1.121859857,3.007062545,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.261297871
8,6,0.826021652,0.325510956,0.124522611,0.302594235,0.312158172,0.043664138,-1.015465797,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.266947603
5,4,0.408959809,0.350517007,0.611961051,0.039151261,0.51901881,-0.569769543,-1.238939594,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.272565596
8,6,-0.914758214,-0.31995775,0.248803273,-0.53164185,-0.256708584,0.350380979,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.305626458
7,4,0.136962955,0.492738925,0.215715564,0.346501397,0.208727853,-0.324396071,0.772324577,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.319085611
4,4,0.046297337,0.244241288,0.559101419,-0.443827525,-0.204993425,-0.324396071,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.403642999
1,4,-0.080634528,-0.218370666,0.307715535,-0.026709483,-0.808336954,0.534411084,-1.238939594,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.504077397
1,4,-0.080634528,-0.218370666,0.307715535,-0.026709483,0.243204626,-0.324396071,0.492982331,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.710187816
6,5,-1.658216282,-1.590577745,-1.988248642,-1.387831516,-2.256361424,0.595754452,0.995798374,-0.07326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.72455072
2,5,-0.080634528,-0.176172954,0.33596114,-0.597502594,0.053582374,-0.01767923,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.738710248
2,5,-0.098767652,-0.437173617,0.757627671,-0.619456175,-0.101563105,0.043664138,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.771556762
8,6,-0.334498259,0.569319958,0.268575197,-0.004755902,-0.773860181,1.33187487,0.772324577,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.829376333
1,3,0.318294191,0.206732211,0.535697918,-0.114523807,0.863786541,-0.753799648,1.498614417,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.845300236
8,6,-1.041690079,-1.220175606,0.469118992,-1.321970773,0.036343987,-0.753799648,-0.009833712,-0.07326831,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.86252854
5,4,-0.697160731,-1.48899066,-2.016090739,-1.124388542,-1.118627912,0.534411084,-1.015465797,-0.07326831,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.998773639
7,4,0.191362326,-0.974803725,0.597838249,0.456269303,-0.360138904,0.043664138,0.269508534,-0.07326831,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.05796251
8,6,0.590291045,0.388026085,0.156399794,1.334412551,0.329396558,-0.631112912,0.492982331,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074429
2,5,0.06443046,0.291127635,0.583715446,-0.443827525,-0.222231811,0.105007506,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.084429083
8,6,-0.243832641,-0.931043135,-1.79859958,0.126965586,-1.273773391,-0.324396071,0.995798374,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.102913898
1,5,0.046297337,0.244241288,0.559101419,-0.443827525,0.363873332,-0.140365966,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.116255515
6,4,0.028164213,-1.077953688,-1.850248686,-0.246245295,-0.963482433,-0.140365966,-1.741755637,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.128231706
7,4,0.01003109,-1.045133245,-1.838143427,-0.773131243,-1.273773391,0.963814661,-0.009833712,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.223541886
6,5,0.100696708,-0.977929482,-1.81635396,0.76361944,-1.239296618,-0.69245628,-0.009833712,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.231089091
2,5,0.826021652,0.325510956,0.124522611,0.302594235,0.915501701,-0.999173121,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.270061901
2,2,0.753489157,-0.040202548,0.400119014,1.751530593,0.984455247,-1.36723333,0.269508534,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.273156282
4,5,0.408959809,0.350517007,0.611961051,0.039151261,0.932740088,-1.183203225,-0.009833712,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.342766883
2,2,0.753489157,-0.040202548,0.400119014,1.751530593,0.984455247,-1.36723333,0.269508534,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.398803951
2,5,0.590291045,0.388026085,0.156399794,1.334412551,0.794832995,-0.508426175,0.772324577,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.399711804
6,5,-1.658216282,-1.590577745,-1.988248642,-1.387831516,-2.256361424,0.595754452,0.995798374,-0.07326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.479056236
4,5,0.408959809,0.408343501,0.639399639,0.039151261,0.450065264,-1.796636907,-1.741755637,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.489894191
3,4,0.06443046,0.291127635,0.583715446,-0.443827525,-0.860052113,0.902471293,1.27514062,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.504709277
2,4,-4.92217853,-0.626281882,0.473557587,-1.804949559,0.639687516,-0.385739439,-0.233307508,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.511223958
1,5,0.06443046,0.291127635,0.583715446,-0.443827525,0.467303651,-0.69245628,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.528125769
6,5,-0.098767652,-1.145157451,-1.873248679,-0.399920363,-1.118627912,0.595754452,-0.233307508,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.57261223
7,4,-1.223021315,-1.596829258,-2.081459139,-1.519553003,-1.739209827,1.454561606,-1.015465797,-0.07326831,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.642622396
8,6,0.136962955,-1.140468817,0.507855822,-0.838991987,0.225966239,-0.447082807,-0.736123551,-0.07326831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.687847494
5,6,-0.008102034,-0.949797674,-1.805862736,-0.268198876,-0.653191475,1.209188134,-0.009833712,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.707383312
4,5,0.408959809,0.408343501,0.639399639,0.039151261,0.553495584,-0.631112912,-1.238939594,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.745345986
2,2,0.517758551,0.445852579,0.186662942,2.475998772,0.691402676,-0.815143016,1.777956663,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.800325477
7,5,0.06443046,0.291127635,0.583715446,-0.443827525,0.312158172,-0.447082807,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.901421594
6,5,0.318294191,0.109833761,0.48445232,0.697758696,0.12253592,-0.69245628,1.27514062,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.007166651
8,3,0.554024798,-0.468431181,0.553855807,1.949112824,0.743117836,-1.121859857,0.492982331,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.194992884
4,4,-0.008102034,-1.04982188,0.560715454,-0.509688269,-0.084324719,-1.183203225,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.228033763
7,4,0.517758551,0.445852579,0.186662942,2.475998772,-2.37703013,3.172175915,0.995798374,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.295836866
7,4,0.662823539,-0.402790296,0.582504921,1.5100412,0.208727853,0.166350875,0.492982331,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.300640127
7,3,-0.552095742,-0.916977231,-1.792143442,-0.882899149,-1.359965323,0.105007506,0.995798374,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.34462703
4,4,0.191362326,-1.173289259,-1.88495043,-0.268198876,-0.32566213,-1.060516489,0.492982331,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.389799337
4,4,0.191362326,-1.173289259,-1.88495043,-0.268198876,-0.32566213,-1.060516489,0.492982331,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.389799337
4,4,0.318294191,0.206732211,0.535697918,-0.114523807,-0.342900517,0.963814661,-1.51828184,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.417070731
1,3,-0.370764506,-0.298077455,0.653522442,-0.421873944,-1.118627912,1.761278447,1.27514062,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.444256871
4,5,0.408959809,0.350517007,0.611961051,0.039151261,0.088059147,-1.551263434,-1.51828184,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.487986512
6,5,-0.098767652,-1.112337009,-1.861546928,-0.619456175,-0.635953088,-1.060516489,-0.512649754,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.492256113
8,6,-0.080634528,-0.176172954,0.33596114,-0.597502594,-0.463569223,0.902471293,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.498626527
3,4,0.481492303,0.473984387,0.669662787,1.070969576,-0.049847946,0.289037611,-0.233307508,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.607669399
4,3,-0.552095742,-0.916977231,-1.792143442,-0.882899149,-1.359965323,0.105007506,0.995798374,-0.07326831,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.63363098
2,2,-0.425163877,0.616206305,-0.960512129,-0.487734688,-0.946244046,2.129338656,-0.233307508,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.638112337
7,4,-0.098767652,-0.437173617,0.757627671,-0.619456175,-0.601476315,0.779784556,0.269508534,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.656097965
4,4,0.517758551,0.600577523,0.728978558,-0.202338132,0.691402676,-0.324396071,0.492982331,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.902982261
7,5,0.191362326,-0.974803725,0.597838249,0.456269303,-0.480807609,-0.01767923,-0.009833712,-0.07326831,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.91939576
8,6,0.282027944,-0.454365277,-0.270915859,0.631897953,0.208727853,-0.631112912,0.269508534,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.082609306
4,6,0.517758551,0.600577523,0.728978558,-0.202338132,1.62227555,-1.121859857,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.175924549
8,6,0.282027944,-0.454365277,-0.270915859,0.631897953,-0.42909245,-0.079022598,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.280824129
4,4,0.408959809,0.350517007,0.611961051,0.039151261,1.294746205,-1.428576698,0.269508534,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.494126887
1,5,0.517758551,0.600577523,0.728978558,-0.202338132,1.536083617,-1.060516489,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.566221436
6,4,0.06443046,0.291127635,0.583715446,-0.443827525,-0.032609559,-0.079022598,-0.736123551,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.648133885
9,4,-1.132355697,-0.585647048,0.500189157,-1.27806361,0.932740088,-0.508426175,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.669646205
4,5,0.336427315,0.159845864,0.510276874,-0.092570226,-0.204993425,-1.183203225,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.04908648
8,6,0.136962955,0.492738925,0.215715564,0.346501397,0.12253592,-0.201709334,0.995798374,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.285637313
2,2,0.336427315,0.159845864,0.510276874,-0.092570226,-0.118801492,0.105007506,-1.238939594,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.307970624
1,2,0.06443046,0.291127635,0.583715446,-0.443827525,-0.015371173,-0.263052703,-1.015465797,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.36541511
6,5,0.336427315,0.159845864,0.510276874,-0.092570226,1.07064718,-1.060516489,-0.009833712,-0.07326831,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.995619625
7,5,-1.585683787,-1.685913316,-2.17910823,-1.212202867,-0.946244046,1.883965184,-1.238939594,-0.07326831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,3,-0.479563248,-1.463984609,-2.035459153,-1.146342123,-0.635953088,0.411724347,-0.736123551,-0.07326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,4,-1.386219428,-1.368649037,-1.866792541,-1.475645841,-0.37737729,-1.489920066,-0.512649754,-0.07326831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.644690416,0.178600403,0.16931207,0.851433765,-0.601476315,1.33187487,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.409644165
7,4,0.209495449,1.003800104,0.616399647,1.049015995,0.51901881,1.761278447,2.00143046,3.308849194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4,0.209495449,1.003800104,0.616399647,1.049015995,0.605210743,0.595754452,2.00143046,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.353254507
3,4,0.209495449,1.003800104,0.616399647,1.049015995,1.363699751,-0.385739439,1.27514062,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.565313809
5,4,0.209495449,1.003800104,0.616399647,1.049015995,1.174077499,-0.324396071,0.772324577,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.086177696
2,4,0.282027944,-0.301203211,-0.178915888,0.126965586,0.312158172,1.577248343,-1.015465797,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.559615788
8,6,0.445226056,0.725607781,0.479206708,0.983155252,1.691229096,-0.999173121,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4,0.445226056,0.725607781,0.479206708,0.983155252,0.484542037,-0.263052703,-2.021097883,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.244154594
8,5,0.445226056,0.725607781,0.479206708,0.983155252,1.363699751,-1.183203225,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.518793793
8,5,0.445226056,0.725607781,0.479206708,0.983155252,0.881024928,-0.508426175,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21511138
6,5,0.445226056,0.725607781,0.479206708,0.983155252,0.553495584,-0.447082807,-0.233307508,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19062036
7,4,0.227628573,-0.026136644,0.070855962,-0.224291713,0.432826878,-0.385739439,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.924258902
6,3,0.173229202,0.425535162,0.297627819,-0.597502594,0.001867214,-0.201709334,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.428336298
2,5,-0.570228866,-0.529383432,0.592592637,-0.882899149,0.587972357,0.105007506,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,6,0.644690416,0.098893613,0.13380331,0.434315722,0.863786541,-0.201709334,-1.015465797,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.199444334
4,3,0.644690416,0.098893613,0.13380331,0.434315722,0.432826878,-0.01767923,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.518793793
3,4,0.209495449,0.938159219,0.582504921,1.027062414,0.294919785,0.902471293,-1.741755637,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,4,0.209495449,0.938159219,0.582504921,1.027062414,0.829309768,-0.263052703,-1.238939594,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.867100488
2,4,0.535891674,-0.202741883,-0.023968569,1.180737482,1.62227555,-0.753799648,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.287471455
3,4,0.173229202,0.023875459,0.10111911,-0.026709483,-1.32548855,2.436055497,2.00143046,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458615023
2,4,0.173229202,0.023875459,0.10111911,-0.026709483,0.432826878,-0.140365966,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.658228077
6,3,0.082563584,0.472421509,0.327487458,-0.421873944,0.07082076,-0.324396071,-0.233307508,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940007258
4,4,0.662823539,0.886584238,0.550627738,0.873387346,0.501780424,0.534411084,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020222182
4,4,0.554024798,-0.13553812,0.009522648,1.224644645,0.553495584,0.595754452,2.00143046,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.58221562
6,5,0.662823539,0.325510956,0.238715557,3.002884721,0.088059147,0.65709782,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.157003749
2,2,0.26389482,0.652152504,0.444908473,1.158783901,0.829309768,-1.244546593,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,4,0.26389482,0.652152504,0.444908473,1.158783901,0.363873332,-0.753799648,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,4,0.26389482,0.652152504,0.444908473,1.158783901,0.036343987,0.534411084,-0.736123551,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.686398954
2,2,0.26389482,0.652152504,0.444908473,1.158783901,0.501780424,0.718441188,-0.512649754,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.418710335
8,6,0.26389482,0.652152504,0.444908473,1.158783901,0.208727853,0.841127925,0.269508534,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.329227024
2,5,0.26389482,0.652152504,0.444908473,1.158783901,0.225966239,0.166350875,-0.009833712,-0.07326831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.40854497
4,6,-1.132355697,-1.307696787,-0.784582361,-0.487734688,-2.428745289,0.779784556,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.30058309
8,6,-1.204888192,-1.298319517,-0.780143766,-0.817038405,-2.37703013,1.025158029,2.224904257,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.500615943
4,6,-1.09608945,-1.320199812,-0.790634991,-1.541506584,-2.37703013,1.025158029,0.492982331,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.853168097
4,4,-0.951024461,-1.335828595,-0.799915689,-1.409785097,-2.463222063,-1.428576698,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.936512914
3,4,-0.951024461,-1.335828595,-0.799915689,-1.409785097,-2.463222063,-1.428576698,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.462149663
4,4,-0.951024461,-1.335828595,-0.799915689,-1.409785097,-2.463222063,-1.428576698,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.136797714
4,4,-0.951024461,-1.335828595,-0.799915689,-1.409785097,-2.463222063,-1.428576698,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.376764491
4,6,-1.077956327,-1.315511178,-0.788213939,-1.08048138,-2.87694334,0.902471293,0.492982331,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.329227024
6,5,-0.951024461,-1.335828595,-0.799915689,-1.409785097,-2.37703013,-1.244546593,2.504246503,-0.07326831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.249211025
6,3,-1.041690079,-1.303008152,-0.784582361,-1.234156448,-2.532175609,0.411724347,-0.009833712,-0.07326831,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4,-0.679027607,-1.6296497,-2.135529297,-1.27806361,-1.739209827,-0.569769543,-0.512649754,-0.07326831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741937345
5,4,-0.987290708,-1.65621863,-2.147231048,-0.597502594,-1.963308853,0.105007506,2.224904257,-0.07326831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.228430038
2,5,0.590291045,0.91940468,-0.549336822,0.719712278,0.777594609,-0.263052703,1.27514062,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7,6,0.100696708,1.128830362,-0.444828084,0.76361944,-1.084151139,2.804115706,2.00143046,0.603155191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,4,0.173229202,-0.104280555,-0.294722869,-0.004755902,0.553495584,0.289037611,-0.736123551,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,4,0.173229202,-0.104280555,-0.294722869,-0.004755902,0.915501701,-0.753799648,-1.238939594,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,4,0.173229202,-0.104280555,-0.294722869,-0.004755902,0.932740088,-0.876486384,-1.238939594,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,0.173229202,-0.104280555,-0.294722869,-0.004755902,-0.032609559,0.534411084,-1.238939594,-0.07326831,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
